"id";"themes";"sous_themes";"code_geo";"niveau_geo";"annee_data";"annee_pub";"DEP";"REG";"CODGEO";"LIBGEO";"Résidences principales en 2014 (princ)";"Logements en 2014 (princ)";"Ménages en 2014 (princ)";"Pop ménages en 2014 (princ)";"Rés princ 1 pièce en 2014 (princ)";"Rés princ 2 pièces en 2014 (princ)";"Rés princ 3 pièces en 2014 (princ)";"Rés princ 4 pièces en 2014 (princ)";"Appartements en 2014 (princ)";"Logements vacants en 2014 (princ)";"Maisons en 2014 (princ)";"Rés princ 5 pièces ou plus en 2014 (princ)";"Rés princ occupées Locataires en 2014 (princ)";"Rés princ SDB baignoire douche en 2014 (princ)";"Anc tot Emméngt Rés princ (années) en 2014 (princ)";"Pièces rés princ en 2014 (princ)";"Personnes Rés princ en 2014 (princ)";"Rés princ avec Bain/Douche WC en 2014 (princ)";"Cases traditionnelles en 2014 (princ)";"Rés princ avec chauffe-eau solaire en 2014 (princ)";"Rés princ avec pièce climatisée en 2014 (princ)";"Rés princ avec électricité en 2014 (princ)";"Ménages au moins un parking en 2014 (princ)";"Rés princ logé gratuit en 2014 (princ)";"Rés princ occupées Propriétaires en 2014 (princ)";"Rés secondaires et logts occasionnels en 2014 (princ)";"Rés princ type appartement en 2014 (princ)";"Rés princ type maison en 2014 (princ)";"Rés princ 1991 à 2005 en 2014 (princ) ";"Rés princ 2006 à 2011 en 2014 (princ) ";"Rés princ avt 1919 en 2014 (princ) ";"Rés princ 1919 à 1945 en 2014 (princ) ";"Rés princ 1946 à 1970 en 2014 (princ) ";"Rés princ 1971 à 1990 en 2014 (princ) ";"Rés princ Chauffage Central Individuel en 2014 (princ)";"Rés princ avec eau chaude en 2014 (princ)";"Maisons ou Immeubles en dur en 2014 (princ)";"Ménages une voiture en 2014 (princ)";"Rés princ avt 2012 en 2014 (princ) ";"Rés princ Chauffage Central Collectif  en 2014 (princ)";"Habitations de fortune en 2014 (princ)";"Maisons ou Immeubles en bois en 2014 (princ)";"Rés princ avec tout à l'égout en 2014 (princ)";"Ménages au moins une voiture en 2014 (princ)";"Ménages deux voitures ou plus en 2014 (princ)";"Rés princ HLM louée vide en 2014 (princ)";"Anc tot Emméngt Rés princ occ par Locataires (années) en 2014 (princ)";"Ménages emménagés depuis 10 ans ou plus en 2014 (princ)";"Ménages emménagés depuis 30 ans ou plus en 2014 (princ)";"Pers Rés princ occupées Locataires en 2014 (princ)";"Rés princ Chauffage Individuel Electrique en 2014 (princ)";"Anc tot Emméngt Rés princ occ gratuit (années) en 2014 (princ)";"Anc tot Emméngt Rés princ occ par Propriétaires (années) en 2014 (princ)";"Ménages emménagés moins 2 ans en 2014 (princ)";"Ménages emménagés entre 2-4 ans en 2014 (princ)";"Ménages emménagés entre 5-9 ans en 2014 (princ)";"Ménages emménagés entre 10-19 ans en 2014 (princ)";"Ménages emménagés entre 20-29 ans en 2014 (princ)";"Pers Rés princ occupées gratuit en 2014 (princ)";"Pers Rés princ occupées Propriétaires en 2014 (princ)";"Pop mén emménagés depuis 10 ans ou plus en 2014 (princ)";"Pièces rés princ type appartement en 2014 (princ)";"Pièces rés princ type maison en 2014 (princ)";"Pop mén emménagés moins 2 ans en 2014 (princ)";"Pop mén emménagés entre 2-4 ans en 2014 (princ)";"Pop mén emménagés entre 5-9 ans en 2014 (princ)";"Rés princ Type appart 1991 à 2005 en 2014 (princ) ";"Rés princ Type appart 2006 à 2011 en 2014 (princ) ";"Rés princ Type appart avt 1919 en 2014 (princ) ";"Rés princ Type appart 1919 à 1945 en 2014 (princ) ";"Rés princ Type appart 1946 à 1970 en 2014 (princ) ";"Rés princ Type appart 1971 à 1990 en 2014 (princ) ";"Rés princ Type maison 1991 à 2005 en 2014 (princ) ";"Rés princ Type maison 2006 à 2011 en 2014 (princ) ";"Rés princ Type maison avt 1919 en 2014 (princ) ";"Rés princ Type maison 1919 à 1945 en 2014 (princ) ";"Rés princ Type maison 1946 à 1970 en 2014 (princ) ";"Rés princ Type maison 1971 à 1990 en 2014 (princ) ";"Anc tot Emméngt Rés princ HLM louées vides (années) en 2014 (princ)";"Pièces Rés princ Mén. emménagés depuis 10 ans ou plus en 2014 (princ)";"Pers Rés princ HLM louées vides en 2014 (princ)";"Pièces Rés princ Mén. emménagés moins 2 ans en 2014 (princ)";"Pièces Rés princ Mén. emménagés entre 2-4 ans en 2014 (princ)";"Pièces Rés princ Mén. emménagés entre 5-9 ans en 2014 (princ)"
"114573";"Conditions de vie - Société";"Logement";"37261";"commune";"2014";"2017";"37";"24";"37261";"Tours";"73131.1915";"82636.94285";"73131.1915";"131068.004";"11528.85088";"16143.81633";"17434.72462";"15085.28658";"64550.83156";"7727.698959";"17153.17218";"12938.5131";"47089.72727";"70984.49131";"798278.8402";"231083.9598";"131068.004";"";"";"";"";"";"30786.20839";"1373.554769";"24667.90947";"1778.052384";"56391.92336";"15890.76148";"9834.646859";"3128.443119";"7738.860651";"6581.496808";"24953.0066";"19782.67498";"25543.3626";"";"";"38816.91711";"72019.12902";"28962.51403";"";"";"";"50036.12557";"11219.20846";"20076.88667";"328614.729";"25295.19913";"8769.684221";"80249.60971";"18019.87472";"10468.371";"459195.7402";"16351.87568";"20316.59064";"11167.52605";"10791.68161";"5733.833293";"2464.024477";"48354.36977";"44653.0125";"153683.6029";"76033.35311";"25651.48792";"37529.43679";"23234.06674";"8656.11174";"2735.890444";"4175.443384";"2784.682745";"20344.77936";"16694.917";"995.0344959";"365.2507143";"3493.994562";"3759.007836";"4301.853076";"2880.615425";"217549.4237";"99006.0818";"40220.92993";"38255.89734";"56350.41043";"37471.57022"
