"id";"themes";"sous_themes";"code_geo";"niveau_geo";"annee_data";"annee_pub";"DEP";"REG";"CODGEO";"LIBGEO";"École maternelle";"École maternelle de RPI dispersé";"École élémentaire";"École élémentaire de RPI dispersé";"École maternelle appartenant à un EP";"École maternelle en RPIC appartenant à un EP";"École élémentaire appartenant à un EP";"École élémentaire de RPI dispersé appartenant à un EP";"École maternelle avec cantine";"École maternelle en RPIC";"École maternelle de RPI dispersé avec cantine";"École élémentaire avec cantine";"École élémentaire en RPIC";"École élémentaire de RPI dispersé avec cantine";"École élémentaire avec classe pré-élémentaire";"École élémentaire de RPI dispersé avec École pré-élémentaire"
"300826";"Enseignement - Education";"Etablissements 1er degré";"37261";"commune";"2016";"2017";"37";"24";"37261";"Tours";"26";"0";"45";"0";"2";"0";"2";"0";"24";"0";"0";"40";"0";"0";"20";"0"
