"id";"themes";"sous_themes";"code_geo";"niveau_geo";"annee_data";"annee_pub";"DEP";"REG";"CODGEO";"LIBGEO";"Bassin de natation";"Boulodrome";"Tennis";"Équipement de cyclisme";"Domaine skiable";"Centre équestre";"Athlétisme";"Terrain de golf";"Parcours sportif/santé";"Sports de glace";"Plateaux et terrains de jeux extérieurs";"Salles spécialisées";"Terrains de grands jeux";"Salles de combat";"Salles non spécialisées";"Roller-Skate-Vélo bicross ou freestyle";"Sports nautiques";"Bowling";"Salles de remise en forme";"Salles multisports (gymnase)";"Baignade aménagée";"Port de plaisance - Mouillage";"Boucle de randonnée";"Théâtre";"Cinéma ";"Musée";"Conservatoire";"Bassin de natation avec au moins un bassin couvert";"Bassin de natation avec au moins un bassin éclairé";"Boulodrome avec au moins un terrain couvert";"Boulodrome avec au moins un terrain éclairé";"Tennis avec au moins un court couvert";"Tennis avec au moins un court éclairé";"Équipement de cyclisme avec au moins une piste couverte";"Équipement de cyclisme avec au moins une piste éclairée";"Domaine skiable avec au moins une piste couverte";"Domaine skiable avec au moins une piste éclairée";"Centre équestre avec au moins un équipement couvert";"Centre équestre avec au moins un équipement éclairé";"Athlétisme avec au moins une aire de pratique couverte";"Athlétisme avec au moins une aire de pratique éclairée";"Terrain de golf avec au moins une aire de pratique couverte";"Terrain de golf avec au moins une aire de pratique éclairée";"Parcours sportif/santé avec au moins un parcours couvert";"Parcours sportif/santé avec au moins un parcours éclairé";"Sports de glace avec au moins une aire de pratique couverte";"Sports de glace avec au moins une aire de pratique éclairée";"Plateaux et terrains de jeux extérieurs avec au moins une aire de pratique couverte";"Plateaux et terrains de jeux extérieurs avec au moins une aire de pratique éclairée";"Salles spécialisées avec au moins une aire de pratique couverte";"Salles spécialisées avec au moins une aire de pratique éclairée";"Terrains de grands jeux avec au moins un terrain couvert";"Terrains de grands jeux avec au moins un terrain éclairé";"Salles de combat avec au moins une aire de pratique couverte";"Salles de combat avec au moins une aire de pratique éclairée";"Salles non spécialisées avec au moins un équipement couvert";"Salles non spécialisées avec au moins un équipement éclairé";"Roller-Skate-Vélo bicross ou freestyle avec au moins un équipement couvert";"Roller-Skate-Vélo bicross ou freestyle avec au moins un équipement éclairé";"Sports nautiques avec au moins une aire de pratique couverte";"Sports nautiques avec au moins une aire de pratique éclairée";"Bowling avec au moins une aire de jeu couverte";"Bowling avec au moins une aire de jeu éclairée";"Salles de remise en forme avec au moins une aire de pratique couverte";"Salles de remise en forme avec au moins une aire de pratique éclairée";"Salles multisports (gymnase) avec au moins une aire de pratique couverte";"Salles multisports (gymnase) avec au moins une aire de pratique éclairée";"Nombre de salles dans le théâtre";"Nombre de salles dans le cinéma";"Bassin de natation - nombre de bassins de natation, sportive et/ou ludique";"Boulodrome - nombre de terrains";"Tennis - nombre de courts";"Équipement de cyclisme - nombre de pistes";"Domaine skiable - nombre de pistes";"Centre équestre - nombre de carrières, manèges";"Athlétisme - nombre d'aires de pratique";"Terrain de golf - nombre d'aires de pratique";"Parcours sportif/santé - nombre de parcours";"Sports de glace - nombre d'aires de pratique";"Plateaux et terrains de jeux extérieurs - nombre d'aires de pratique";"Salles spécialisées - nombre d'aires de pratique";"Terrains de grands jeux - nombre de terrains";"Salles de combat - nombre d'aires de pratique";"Salles non spécialisées - nombre d'équipements où s'exerce au moins une activité physique et/ou sportive";"Roller-Skate-Vélo bicross ou freestyle - nombre de pistes";"Sports nautiques - nombre d'aires de pratique";"Bowling - nombre d'aires de jeu";"Salles de remise en forme - nombre d'aires de pratique";"Salles multisports (gymnase) - nombre d'aires de pratique";"Baignade aménagée - nombre d'aires de pratique";"Port de plaisance - Mouillage - nombre de ports, de zones";"Boucle de randonnée - nombre de circuits"
"164654";"Conditions de vie - Société";"Vacances - Loisirs";"37261";"commune";"2016";"2017";"37";"24";"37261";"Tours";"3";"9";"4";"0";"0";"0";"10";"1";"0";"1";"23";"9";"17";"12";"3";"3";"1";"1";"12";"26";"0";"0";"0";"3";"3";"5";"1";"3";"3";"0";"3";"2";"2";"0";"0";"0";"0";"0";"0";"0";"3";"1";"1";"0";"0";"1";"1";"0";"3";"9";"8";"0";"10";"12";"11";"3";"3";"0";"0";"0";"0";"1";"1";"12";"12";"26";"25";"5";"27";"4";"17";"43";"0";"0";"0";"12";"2";"0";"1";"29";"10";"34";"18";"3";"3";"1";"1";"17";"35";"0";"0";"0"
