"id";"themes";"sous_themes";"code_geo";"niveau_geo";"annee_data";"annee_pub";"DEP";"REG";"CODGEO";"LIBGEO";"Décès domiciliés en 2004";"Décès domiciliés en 2005";"Décès domiciliés en 2006";"Décès domiciliés en 2007";"Décès domiciliés en 2008";"Décès domiciliés en 2009";"Décès domiciliés en 2010";"Décès domiciliés en 2011";"Décès domiciliés en 2012";"Décès domiciliés en 2013";"Décès domiciliés en 2014";"Décès domiciliés en 2015";"Décès domiciliés en 2016"
"1036794";"Population";"Décès";"37261";"commune";"2016";"2017";"37";"24";"37261";"Tours";"1030";"1094";"1052";"1097";"1153";"1118";"1105";"1124";"1177";"1093";"1093";"1137";"1088"
