"id";"themes";"sous_themes";"code_geo";"niveau_geo";"annee_data";"annee_pub";"DEP";"REG";"CODGEO";"LIBGEO";"Taxi";"Aéroport";"Gare avec desserte (TAGV)";"Gare sans desserte (TAGV)";"Agence de voyage";"Hôtel";"Camping";"Information Touristique"
"1365927";"Services Tourisme Transport";"Equipement - Transport";"37261";"commune";"2016";"2017";"37";"24";"37261";"Tours";"36";"1";"1";"0";"26";"47";"0";"11"
