"id";"themes";"sous_themes";"code_geo";"niveau_geo";"annee_data";"annee_pub";"DEP";"REG";"CODGEO";"LIBGEO";"Collège";"Lycée d'enseignement général et/ou technologique";"Lycée d'enseignement professionnel";"Lycée technique ou/et professionnel agricole ";"SGT : Section d'enseignement général et technologique";"SEP : section d'enseignement professionnel";"Collège appartenant à un EP";"Lycée d'enseignement général et/ou technologique appartenant à un EP";"Lycée d'enseignement professionnel appartenant à un EP";"Collège avec internat";"Lycée d'enseignement général et/ou technologique avec internat";"Lycée d'enseignement général et/ou technologique avec prépa grandes écoles";"Lycée d'enseignement professionnel avec internat";"Lycée d'enseignement professionnel avec prépa grandes écoles";"Lycée technique ou/et professionnel agricole avec internat";"Lycée technique ou/et professionnel agricole avec prépa grandes écoles";"SGT : Section d'enseignement général et technologique avec internat";"SEP : section d'enseignement professionnel avec internat";"Collège avec cantine";"Lycée d'enseignement général et/ou technologique avec cantine";"Lycée d'enseignement professionnel avec cantine";"Lycée technique ou/et professionnel agricole avec cantine";"SGT : Section d'enseignement général et technologique avec cantine";"SEP : section d'enseignement professionnel avec cantine"
"350919";"Enseignement - Education";"Etablissements 2eme degré";"37261";"commune";"2016";"2017";"37";"24";"37261";"Tours";"20";"12";"12";"2";"3";"2";"0";"0";"0";"3";"7";"2";"3";"0";"2";"0";"1";"0";"18";"11";"7";"0";"2";"1"
