"id";"themes";"sous_themes";"code_geo";"niveau_geo";"annee_data";"annee_pub";"DEP";"REG";"CODGEO";"LIBGEO";"Naissances domiciliées en 2004";"Naissances domiciliées en 2005";"Naissances domiciliées en 2006";"Naissances domiciliées en 2007";"Naissances domiciliées en 2008";"Naissances domiciliées en 2009";"Naissances domiciliées en 2010";"Naissances domiciliées en 2011";"Naissances domiciliées en 2012";"Naissances domiciliées en 2013";"Naissances domiciliées en 2014";"Naissances domiciliées en 2015";"Naissances domiciliées en 2016"
"999978";"Population";"Naissances";"37261";"commune";"2016";"2017";"37";"24";"37261";"Tours";"1637";"1632";"1639";"1480";"1601";"1660";"1583";"1609";"1617";"1603";"1686";"1597";"1641"
