"id";"themes";"sous_themes";"code_geo";"niveau_geo";"annee_data";"annee_pub";"DEP";"REG";"CODGEO";"Ets actifs agriculture au 31/12/2015";"Ets actifs industrie au 31/12/2015";"Ets actifs construction au 31/12/2015";"Ets actifs commerce services au 31/12/2015";"dont Ets actifs commerce rep auto au 31/12/2015";"Ets actifs adm publique au 31/12/2015";"LIBGEO";"Ets actifs agriculture sans salarié au 31/12/2015";"Ets actifs agriculture 1 à 9 salariés au 31/12/2015";"Ets actifs industrie sans salarié au 31/12/2015";"Ets actifs industrie 1 à 9 salariés au 31/12/2015";"Ets actifs construction sans salarié au 31/12/2015";"Ets actifs construction 1 à 9 sal au 31/12/2015";"Ets actifs commerce services sans salarié au 31/12/2015";"Ets actifs commerce services 1 à 9 salariés au 31/12/2015";"dont Ets actifs commerce rep auto sans salarié au 31/12/2015";"dont Ets actifs commerce rep auto 1 à 9 salariés au 31/12/2015";"Ets actifs adm publique sans salarié au 31/12/2015";"Ets actifs adm publique 1 à 9 salariés au 31/12/2015";"Postes des Ets actifs agriculture au 31/12/2015";"Postes des Ets actifs de l'industrie au 31/12/2015";"Postes des Ets actifs de la construction au 31/12/2015";"Postes des Ets actifs du commerce services au 31/12/2015";"dont Postes des Ets actifs du commerce rep auto au 31/12/2015";"Postes des Ets actifs adm publique au 31/12/2015";"Total Ets actifs au 31/12/2015";"Ets actifs agriculture 10 à 19 sal au 31/12/2015";"Ets actifs agriculture 20 à 49 sal au 31/12/2015";"Ets actifs agriculture 50 sal ou plus au 31/12/2015";"Ets actifs industrie 10 à 19 sal au 31/12/2015";"Ets actifs industrie 20 à 49 sal au 31/12/2015";"Ets actifs industrie 50 sal ou plus au 31/12/2015";"Ets actifs construction 10 à 19 sal au 31/12/2015";"Ets actifs construction 20 à 49 sal au 31/12/2015";"Ets actifs construction 50 sal ou + au 31/12/2015";"Ets actifs commerce services 10 à 19 salariés au 31/12/2015";"Ets actifs commerce services 20 à 49 salariés au 31/12/2015";"Ets actifs commerce services 50 sal ou plus au 31/12/2015";"dont Ets actifs commerce rep auto 10 à 19 salariés au 31/12/2015";"dont Ets actifs commerce rep auto 20 à 49 salariés au 31/12/2015";"dont Ets actifs commerce 50 rep auto sal ou plus au 31/12/2015";"Ets actifs adm publique 10 à 19 salariés au 31/12/2015";"Ets actifs adm publique 20 à 49 salariés au 31/12/2015";"Ets actifs adm publique 50 sal ou plus au 31/12/2015";"Postes des Ets actifs agriculture 1 à 9 salariés au 31/12/2015";"Postes des Ets actifs industrie 1 à 9 salariés au 31/12/2015";"Postes des Ets actifs construction 1 à 9 sal au 31/12/2015";"Postes des Ets actifs commerce services 1 à 9 sal au 31/12/2015";"dont Postes des Ets actifs commerce rep auto 1 à 9 salariés au 31/12/2015";"Postes des Ets actifs adm publique 1 à 9 salariés au 31/12/2015";"Ets actifs sphère présentielle au 31/12/2015";"Postes des Ets actifs au 31/12/2015";"Ets actifs sans salarié au 31/12/2015";"Ets actifs de 1 à 9 salariés au 31/12/2015";"Ets actifs sphère productive au 31/12/2015";"Postes des Ets actifs agriculture 10 à 19 salariés au 31/12/2015";"Postes des Ets actifs agriculture 20 à 49 salariés au 31/12/2015";"Postes des Ets actifs agriculture 50 à 99 salariés au 31/12/2015";"Postes des Ets actifs agriculture 100 sal ou + au 31/12/2015";"Postes des Ets actifs industrie 10 à 19 sal au 31/12/2015";"Postes des Ets actifs industrie 20 à 49 sal au 31/12/2015";"Postes des Ets actifs industrie 50 à 99 sal au 31/12/2015";"Postes des Ets actifs industrie 100 sal ou + au 31/12/2015";"Postes des Ets actifs construction 10 à 19 sal au 31/12/2015";"Postes des Ets actifs construction 20 à 49 sal au 31/12/2015";"Postes des Ets actifs construction 50 à 99 sal au 31/12/2015";"Postes des Ets actifs construction 100 sal ou + au 31/12/2015";"Postes des Ets actifs commerce services 10 à 19 salariés au 31/12/2015";"Postes des Ets actifs commerce services 20 à 49 salariés au 31/12/2015";"Postes des Ets actifs commerce services 50 à 99 sal au 31/12/2015";"Postes des Ets actifs commerce services 100 sal ou + au 31/12/2015";"dont Postes des Ets actifs commerce rep auto 10 à 19 salariés au 31/12/2015";"dont Postes des Ets actifs commerce rep auto 20 à 49 salariés au 31/12/2015";"dont Postes des Ets actifs commerce rep auto 50 à 99 sal au 31/12/2015";"dont Postes des Ets actifs commerce rep auto 100 sal ou + au 31/12/2015";"Postes des Ets actifs adm publique 10 à 19 sal au 31/12/2015";"Postes des Ets actifs adm publique 20 à 49 sal au 31/12/2015";"Postes des Ets actifs adm publique 50 à 99 sal au 31/12/2015";"Postes des Ets actifs adm publique 100 sal ou + au 31/12/2015";"Postes Ets actifs sphère présentielle au 31/12/2015";"Postes des Ets actifs de 1 à 9 salariés au 31/12/2015";"Ets actifs de 10 à 19 salariés au 31/12/2015";"Ets actifs de 20 à 49 salariés au 31/12/2015";"Ets actifs de 50 salariés ou plus au 31/12/2015";"Postes Ets actifs sphère productive au 31/12/2015";"Postes des Ets actifs de 10 à 19 salariés au 31/12/2015";"Postes des Ets actifs de 20 à 49 salariés au 31/12/2015";"Postes des Ets actifs de 50 à 99 salariés au 31/12/2015";"Postes des Ets actifs de 100 salariés ou plus au 31/12/2015";"Ets actifs sphère présentielle public au 31/12/2015";"Ets actifs sphère productive public au 31/12/2015";"Postes Ets actifs sphère présentielle public au 31/12/2015";"Postes Ets actifs sphère productive public au 31/12/2015"
"437288";"Entreprise";"Caractéristiques des entreprises et établissements";"37261";"commune";"2015";"2017";"37";"24";"37261";"33";"450";"628";"9847";"2276";"2563";"Tours";"29";"2";"252";"143";"468";"126";"6673";"2643";"1397";"750";"1898";"325";"31";"5531";"1429";"29663";"6606";"29109";"13521";"2";"0";"0";"22";"16";"17";"14";"14";"6";"261";"179";"91";"67";"42";"20";"124";"115";"101";"6";"532";"440";"8093";"2442";"1171";"9108";"65763";"9320";"3239";"4413";"25";"0";"0";"0";"297";"462";"629";"3611";"197";"426";"366";"0";"3459";"5383";"3156";"9572";"869";"1215";"833";"1247";"1709";"3740";"3317";"19172";"51903";"10242";"423";"324";"215";"13860";"5687";"10011";"7468";"32355";"365";"7";"22574";"154"
