"id";"themes";"sous_themes";"code_geo";"niveau_geo";"annee_data";"annee_pub";"DEP";"REG";"Hôtels en 2018";"Résidences de tourisme en 2018";"Villages vacances en 2018";"Campings en 2018";"Hôtels non classés en 2018";"Hôtels classés 1 étoile en 2018";"Hôtels classés 2 étoiles en 2018";"Hôtels classés 3 étoiles en 2018";"Hôtels classés 4 étoiles en 2018";"Hôtels classés 5 étoiles en 2018";"Auberges de jeunesse - Centres sportifs en 2018";"CODGEO";"Campings non classés en 2018";"Campings classés 1 étoile en 2018";"Campings classés 2 étoiles en 2018";"Campings classés 3 étoiles en 2018";"Campings classés 4 étoiles en 2018";"Campings classés 5 étoiles en 2018";"Emplacements de camping en 2018";"Chambres dans hôtels en 2018";"LIBGEO";"Unités d'hébergements dans Résidences de tourisme en 2018";"Unités d'hébergements dans Villages vacances en 2018";"Emplacements camping non classés en 2018";"Emplacements camping classés 1 étoile en 2018";"Emplacements camping classés 2 étoiles en 2018";"Emplacements camping classés 3 étoiles en 2018";"Emplacements camping classés 4 étoiles en 2018";"Emplacements camping classés 5 étoiles en 2018";"Emplacements loués à l'année en 2018";"Emplacements offerts clientèle de passage dans campings en 2018";"Chambres dans hôtels non classés en 2018";"Chambres dans hôtels classés 1 étoile en 2018";"Chambres dans hôtels classés 2 étoiles en 2018";"Chambres dans hôtels classés 3 étoiles en 2018";"Chambres dans hôtels classés 4 étoiles en 2018";"Chambres dans hôtels classés 5 étoiles en 2018";"Lits dans Résidences de tourisme en 2018";"Lits dans Villages vacances en 2018";"Unités d'hébergements dans Auberges de jeunesse - Centres sportifs en 2018";"Emplacements loués à l'année campings non classés en 2018";"Emplacements loués à l'année campings classés 1 étoile en 2018";"Emplacements loués à l'année campings classés 2 étoiles en 2018";"Emplacements loués à l'année campings classés 3 étoiles en 2018";"Emplacements loués à l'année campings classés 4 étoiles en 2018";"Emplacements loués à l'année campings classés 5 étoiles en 2018";"Emplacements offerts clientèle de passage campings non classés en 2018";"Emplacements offerts clientèle de passage campings classés 1 étoile en 2018";"Emplacements offerts clientèle de passage campings classés 2 étoiles en 2018";"Emplacements offerts clientèle de passage campings classés 3 étoiles en 2018";"Emplacements offerts clientèle de passage campings classés 4 étoiles en 2018";"Emplacements offerts clientèle de passage campings classés 5 étoiles en 2018";"Lits dans Auberges de jeunesse - Centre sportif en 2018"
"1451821";"Services Tourisme Transport";"Tourisme";"37261";"commune";"2018";"2018";"37";"24";"44";"5";"0";"0";"3";"2";"25";"10";"4";"0";"0";"37261";"0";"0";"0";"0";"0";"0";"0";"1925";"Tours";"406";"0";"0";"0";"0";"0";"0";"0";"0";"0";"77";"66";"735";"694";"353";"0";"980";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
