"id";"themes";"sous_themes";"code_geo";"niveau_geo";"annee_data";"annee_pub";"DEP";"REG";"CODGEO";"LIBGEO";"Section Technicien Supérieur, Classe Prépa Grandes Ecoles";"Formation santé";"Formation commerce";"Autre formation post bac non universitaire";"Unité de Formation et de Recherche";"Institut universitaire";"Ecole d'ingénieurs";"Enseignement général supérieur privé";"Ecole d'enseignement supérieur agricole";"Autre enseignement supérieur";"Centre de formation d'apprentis hors agriculture";"GRETA";"Centre dispensant de la formation continue agricole";"Formation aux métiers du sport";"Centre dispensant des formations d'apprentissage agricole";"Autre formation continue";"Résidence universitaire";"Restaurant universitaire";"Ecole d'enseignement supérieur agricole avec internat";"Centre dispensant des formations d'apprentissage agricole avec internat"
"401012";"Enseignement - Education";"Etablissements supérieurs - Formation";"37261";"commune";"2016";"2017";"37";"24";"37261";"Tours";"4";"10";"2";"9";"7";"1";"1";"2";"0";"3";"18";"1";"1";"0";"0";"11";"11";"6";"0";"0"
