"id";"themes";"sous_themes";"code_geo";"niveau_geo";"annee_data";"annee_pub";"CODGEO";"LIBGEO";"Salaire net horaire moyen en 2014 (€)";"Salaire net hor. moy.cadres sup. en 2014 (€)";"Salaire net hor. moy. employés en 2014 (€)";"Salaire net horaire moyen F en 2014 (€)";"Salaire net horaire moyen H en 2014 (€)";"Salaire net hor. moy. ouvriers en 2014 (€)";"Salaire net hor. moy. prof inter. en 2014 (€)";"Salaire net horaire moyen 18 à 25 ans en 2014 (€)";"Salaire net horaire moyen 26 à 50 ans en 2014 (€)";"Salaire net horaire moyen plus de 50 ans en 2014 (€)";"Salaire net hor. moy. F cadres sup. en 2014 (€)";"Salaire net hor. moy. F employés en 2014 (€)";"Salaire net hor. moy. F ouvriers en 2014 (€)";"Salaire net hor. moy. F prof inter. en 2014 (€)";"Salaire net hor. moy. H cadres sup. en 2014 (€)";"Salaire net hor. moy. H employés en 2014 (€)";"Salaire net hor. moy. H ouvriers en 2014 (€)";"Salaire net hor. moy. H prof inter. en 2014 (€)";"Salaire net horaire moyen F 18 à 25 ans en 2014 (€)";"Salaire net horaire moyen F 26 à 50 ans en 2014 (€)";"Salaire net horaire moyen F plus de 50 ans en 2014 (€)";"Salaire net horaire moyen H 18 à 25 ans en 2014 (€)";"Salaire net horaire moyen H 26 à 50 ans en 2014 (€)";"Salaire net horaire moyen H plus de 50 ans en 2014 (€)"
"1133358";"Revenus Salaires";"Salaires et revenus d'activités";"37261";"commune";"2014";"2017";"37261";"Tours";"13.358505";"23.647457";"10.244581";"12.03717";"14.34148";"10.309639";"13.6437645";"9.859741";"13.354357";"16.03821";"20.52026";"10.066958";"8.959508";"13.074691";"25.170332";"10.587386";"10.629398";"14.120397";"9.554058";"12.196214";"13.450138";"10.110754";"14.164557";"18.206442"
