"id";"themes";"sous_themes";"code_geo";"niveau_geo";"annee_data";"annee_pub";"DEP";"REG";"CODGEO";"LIBGEO";"Salariés 15 ans ou plus en 2014 (princ)";"Salariés 15 ans ou plus Femmes en 2014 (princ)";"Salariés 15 ans ou plus Hommes en 2014 (princ)";"Non-salariés 15 ans ou plus en 2014 (princ)";"Non-salariés 15 ans ou plus Femmes en 2014 (princ)";"Salariés 15-24 ans Femmes en 2014 (princ)";"Salariés 15-64 ans Femmes en 2014 (princ)";"Salariés 25-54 ans Femmes en 2014 (princ)";"Salariés 55-64 ans Femmes en 2014 (princ)";"Non-salariés 15 ans ou plus Hommes en 2014 (princ)";"Salariés 15-24 ans Hommes en 2014 (princ)";"Salariés 15-64 ans Hommes en 2014 (princ)";"Salariés 25-54 ans Hommes en 2014 (princ)";"Salariés 55-64 ans Hommes en 2014 (princ)";"Actifs occupés 15 ans ou plus en 2014 (princ)";"Salariés 15 ans ou plus TP en 2014 (princ)";"Actifs occupés 15 ans ou plus Femmes en 2014 (princ)";"Salariés 15 ans ou plus TP Femmes en 2014 (princ)";"Actifs occupés 15 ans ou plus Hommes en 2014 (princ)";"Salariés 15 ans ou plus TP Hommes en 2014 (princ)";"Non-salariés 15 ans ou plus TP en 2014 (princ)";"Salariés 15-24 ans Femmes TP en 2014 (princ)";"Salariés 15-64 ans Femmes TP en 2014 (princ)";"Salariés 15 ans ou plus Femmes CDD en 2014 (princ)";"Salariés 15 ans ou plus Femmes Fonct publ, CDI en 2014 (princ)";"Salariés 25-54 ans Femmes TP en 2014 (princ)";"Salariés 55-64 ans Femmes TP en 2014 (princ)";"Salariés 15-24 ans Hommes TP en 2014 (princ)";"Salariés 15-64 ans Hommes TP en 2014 (princ)";"Salariés 15 ans ou plus Hommes CDD en 2014 (princ)";"Salariés 15 ans ou plus Hommes Fonct publ, CDI en 2014 (princ)";"Salariés 25-54 ans Hommes TP en 2014 (princ)";"Salariés 55-64 ans Hommes TP en 2014 (princ)";"Actifs occ 15 ans ou plus TP en 2014 (princ)";"Salariés 15 ans ou plus Femmes Apprentissage - Stage en 2014 (princ)";"Salariés 15 ans ou plus Hommes Apprentissage - Stage en 2014 (princ)";"Actif occ 15 ans ou plus travaille commune résidence en 2014 (princ)";"Actif occ 15 ans ou plus travaille autre commune même dépt résidence en 2014 (princ)";"Actif occ 15 ans ou plus travaille autre dépt même région résidence en 2014 (princ)";"Actif occ 15 ans ou plus travaille autre région en métropole en 2014 (princ)";"Actif occ 15 ans ou plus travaille autre région hors métropole en 2014 (princ)";"Non-salariés 15 ans ou plus Femmes Indépendantes en 2014 (princ)";"Salariés 15 ans ou plus Femmes Emplois aidés en 2014 (princ)";"Non-salariés 15 ans ou plus Hommes Indépendants en 2014 (princ)";"Salariés 15 ans ou plus Hommes Emplois aidés en 2014 (princ)";"Actif occ 15 ans ou plus travaille autre commune que commune résidence en 2014 (princ)";"Non-salariés 15 ans ou plus Femmes Aides familiales en 2014 (princ)";"Non-salariés 15 ans ou plus Femmes Employeurs en 2014 (princ)";"Salariés 15 ans ou plus Femmes Intérim en 2014 (princ)";"Non-salariés 15 ans ou plus Hommes Aides familiaux en 2014 (princ)";"Non-salariés 15 ans ou plus Hommes Employeurs en 2014 (princ)";"Salariés 15 ans ou plus Hommes Intérim en 2014 (princ)";"Actifs occ 15 ans ou plus deux roues en 2014 (princ)";"Actifs occ 15 ans ou plus transport en commun en 2014 (princ)";"Actifs occ 15 ans ou plus marche à pied pour travail en 2014 (princ)";"Actifs occ 15 ans ou plus voiture en 2014 (princ)";"Actifs occ 15 ans ou plus pas de transport pour travail en 2014 (princ)"
"1524229";"Travail Emploi";"Caractéristiques de l'emploi";"37261";"commune";"2014";"2017";"37";"24";"37261";"Tours";"47472.3402";"24347.75684";"23124.58336";"5200.483869";"2059.085882";"4006.646822";"24141.11099";"16950.72717";"3183.736995";"3141.397987";"3732.292146";"22967.99026";"16728.2648";"2507.433313";"52672.82407";"10093.75881";"26406.84272";"6989.364662";"26265.98135";"3104.394153";"913.7587349";"1789.543511";"6894.353515";"3850.937574";"18689.50967";"4229.110077";"875.6999267";"1181.5028";"3054.847057";"2517.042472";"18259.36551";"1624.13293";"249.211328";"11007.51755";"1243.463995";"1318.878276";"32819.5293";"15624.41322";"1529.447941";"2630.868356";"68.56525098";"1403.95053";"273.056898";"1675.87345";"172.5054428";"19853.29477";"48.78635639";"606.348995";"290.7887035";"36.68470468";"1428.839832";"856.7916613";"4557.930219";"10389.37096";"7201.363391";"28804.29404";"1719.865461"
