"id";"themes";"sous_themes";"code_geo";"niveau_geo";"annee_data";"annee_pub";"DEP";"REG";"CODGEO";"LIBGEO";"Familles en 2014 (compl)";"Ménages en 2014 (compl)";"Pop Ménages en 2014 (compl)";"Fam Mono Femmes avec enfant(s) en 2014 (compl)";"Fam Mono Hommes avec enfant(s) en 2014 (compl)";"Ménages avec famille(s) en 2014 (compl)";"Fam 0 enfant moins 25 ans en 2014 (compl)";"Fam 1 enfant moins 25 ans en 2014 (compl)";"Fam 2 enfants moins 25 ans en 2014 (compl)";"Fam 3 enfants moins 25 ans en 2014 (compl)";"Pop 15 ans ou plus en 2014 (princ)";"Pop 80 ans ou plus en 2014 (princ)";"Fam Monoparentales en 2014 (compl)";"Ménages Autres sans famille en 2014 (compl)";"Ménages Pers Réf Agri. expl. en 2014 (compl)";"Ménages Pers Réf Art. Comm. Chefs entr. en 2014 (compl)";"Ménages Pers Réf Cadres Prof int sup en 2014 (compl)";"Ménages Pers Réf Prof intermédiaire en 2014 (compl)";"Ménages Pers Réf Employé en 2014 (compl)";"Ménages Pers Réf Ouvrier en 2014 (compl)";"Ménages Pers Réf Retraité en 2014 (compl)";"Ménages Pers Réf Autre en 2014 (compl)";"Fam 4 enfants ou plus moins 25 ans en 2014 (compl)";"Pop 15-19 ans en 2014 (princ)";"Pop 20-24 ans en 2014 (princ)";"Pop 25-39 ans en 2014 (princ)";"Pop 40-54 ans en 2014 (princ)";"Pop 55-64 ans en 2014 (princ)";"Pop 65-79 ans en 2014 (princ)";"Fam Couple avec enfant(s) en 2014 (compl)";"Fam Couple sans enfant en 2014 (compl)";"Ménages Femmes seules en 2014 (compl)";"Ménages Hommes seuls en 2014 (compl)";"Ménages 1 personne en 2014 (compl)";"Pop mén Pers Réf Agri. expl. en 2014 (compl)";"Pop mén Pers Réf Art Com Chef ent en 2014 (compl)";"Pop mén Pers Réf Cadres Prof int sup en 2014 (compl)";"Pop mén Pers Réf Prof intermédiaire en 2014 (compl)";"Pop mén Pers Réf Employé en 2014 (compl)";"Pop mén Pers Réf Ouvrier en 2014 (compl)";"Pop mén Pers Réf Retraité en 2014 (compl)";"Pop mén Pers Réf Autre en 2014 (compl)";"Pop mén 80 ans ou plus en 2014 (princ)";"Mén fam princ Famille mono en 2014 (compl)";"Pop mén 15-19 ans en 2014 (princ)";"Pop mén 20-24 ans en 2014 (princ)";"Pop mén 25-39 ans en 2014 (princ)";"Pop mén 40-54 ans en 2014 (princ)";"Pop mén 55-64 ans en 2014 (princ)";"Pop mén 65-79 ans en 2014 (princ)";"Mén fam princ Couple avec enfant(s) en 2014 (compl)";"Mén fam princ Couple sans enfant en 2014 (compl)";"Pop mén avec famille(s) en 2014 (compl)";"Pop mén Autres sans famille en 2014 (compl)";"Pop 80 ans ou plus vivant seule en 2014 (princ)";"Pop mén Femmes seules en 2014 (compl)";"Pop mén Hommes seuls en 2014 (compl)";"Pop mén Personnes seules en 2014 (compl)";"Pop 15-19 ans vivant seule en 2014 (princ)";"Pop 15 ans ou plus Mariée en 2014 (princ)";"Pop 20-24 ans vivant seule en 2014 (princ)";"Pop 25-39 ans vivant seule en 2014 (princ)";"Pop 40-54 ans vivant seule en 2014 (princ)";"Pop 55-64 ans vivant seule en 2014 (princ)";"Pop 65-79 ans vivant seule en 2014 (princ)";"Pop 80 ans ou plus vivant en couple en 2014 (princ)";"Pop 15-19 ans vivant en couple en 2014 (princ)";"Pop 20-24 ans vivant en couple en 2014 (princ)";"Pop 25-39 ans vivant en couple en 2014 (princ)";"Pop 40-54 ans vivant en couple en 2014 (princ)";"Pop 55-64 ans vivant en couple en 2014 (princ)";"Pop 65-79 ans vivant en couple en 2014 (princ)";"Pop mén fam princ Famille mono en 2014 (compl)";"Pop mén fam princ Couple avec enfant(s) en 2014 (compl)";"Pop mén fam princ Couple sans enfant en 2014 (compl)";"Pop 15 ans ou plus Non mariée en 2014 (princ)"
"877631";"Population";"Couples - Familles - Ménages";"37261";"commune";"2014";"2017";"37";"24";"37261";"Tours";"31165.92106";"73131.1915";"131068.004";"5467.678488";"841.7520632";"31065.31113";"15827.53164";"7181.123178";"5375.034743";"1902.719165";"116165.8024";"9639.071976";"6309.430551";"2403.990272";"9.617136152";"2062.533175";"9255.389193";"10825.81644";"10813.89817";"9476.476826";"19729.28928";"10958.17129";"879.5123346";"11690.8556";"16447.65809";"28071.44688";"22018.95582";"13621.1022";"14676.71186";"10312.4536";"14544.0369";"23327.7919";"16334.09821";"39661.8901";"28.25929009";"5042.621979";"20503.69666";"20211.81289";"19633.93979";"21234.28201";"29131.61951";"15281.77182";"8584.072801";"6243.262862";"10284.8567";"15212.65906";"27464.44735";"21774.95601";"13509.10229";"14462.71203";"10296.26967";"14525.7786";"85875.78592";"5530.327925";"4787.398918";"23327.7919";"16334.09821";"39661.8901";"3329.009061";"35696.51947";"7282.091788";"8482.602671";"5594.41629";"4678.637638";"5506.73374";"3609.573621";"517.3581029";"3560.564759";"15421.58103";"12415.91249";"7936.686196";"8427.147635";"16265.97422";"40212.14084";"29397.67087";"80469.28296"
