"id";"themes";"sous_themes";"code_geo";"niveau_geo";"annee_data";"annee_pub";"DEP";"REG";"CODGEO";"LIBGEO";"Hypermarché";"Supermarché";"Grande surface de bricolage";"Supérette";"Epicerie";"Boulangerie";"Boucherie charcuterie";"Produits surgelés";"Poissonnerie";"Librairie papeterie journaux";"Magasin de vêtements";"Magasin d'équipements du foyer";"Magasin de chaussures";"Magasin d'électroménager et de matériel audio-vidéo";"Magasin de meubles";"Magasin d'articles de sports et de loisirs";"Magasin de revêtements murs et sols";"Droguerie quincaillerie bricolage";"Parfumerie";"Horlogerie Bijouterie";"Fleuriste";"Magasin d'optique";"Magasin de matériel médical et orthopédique";"Station service"
"1315834";"Services Tourisme Transport";"Commerce";"37261";"commune";"2016";"2017";"37";"24";"37261";"Tours";"2";"21";"8";"11";"43";"91";"49";"4";"4";"47";"270";"39";"47";"18";"32";"30";"6";"13";"27";"23";"26";"34";"13";"13"
