"id";"themes";"sous_themes";"code_geo";"niveau_geo";"annee_data";"annee_pub";"DEP";"REG";"CODGEO";"LIBGEO";"Créations d'entr. de l'industrie en 2016";"Créations d'entr. de la construction en 2016";"Créations d'entr. de comm., transp., restau héberg. en 2016";"Créations d'entr. services marchands ent 2016";"Créations d'entr. services marchands men 2016";"Entr. de l'industrie en 2016";"Entr. comm, transports,  restau héberg. en 2016";"Entr.services marchands ent 2016";"Entr.services marchands men 2016";"Créations d'ets de l'industrie en 2016";"Créations d'ets de comm, transports,  restau héberg. en 2016";"Créations d'ets. services marchands ent 2016";"Créations d'ets. services marchands men 2016";"Ets de l'industrie en 2016";"Ets de comm, transports,  restau héberg. en 2016";"Ets de services marchands ent 2016";"Ets de services marchands men 2016";"Créat. d'entr. ind. de l'industrie en 2016";"Créat. d'entr. ind. de comm, transp,  restau héberg. en 2016";"Créat. entr. ind. services marchands ent 2016";"Créat. entr. ind. services marchands men 2016";"Créations d'entr. en 2016";"Entr. de la construction en 2016";"Entreprises en 2016";"Créations d'ets de la construction en 2016";"Créations d'ets en 2016";"Ets de la construction en 2016";"Etablissements en 2016";"Créat. d'entr. ind. de la construction en 2016";"Créations d'entr. ind. en 2016"
"473774";"Entreprise";"Démographie des entreprises";"37261";"commune";"2016";"2017";"37";"24";"37261";"Tours";"34";"77";"242";"381";"338";"343";"2203";"2521";"2585";"41";"307";"443";"379";"429";"2945";"3184";"2802";"27";"113";"238";"296";"1072";"446";"8098";"86";"1256";"528";"9888";"52";"726"
