"id";"themes";"sous_themes";"code_geo";"niveau_geo";"annee_data";"annee_pub";"DEP";"REG";"CODGEO";"LIBGEO";"Police";"Gendarmerie";"Cour d'appel";"Tribunal de grande instance";"Tribunal d'instance";"Conseil des prud'hommes";"Tribunal de commerce";"Réseau spécialisé pôle emploi";"DGFiP";"DRFiP";"DDFiP";"Réseau de proximité pôle emploi";"Réseau partenarial pôle emploi";"Maison de justice et du droit";"Antenne de justice";"Banques, caisses d'épargne";"Pompes funèbres";"Bureau de poste";"Relais poste ";"Agence postale ";"Réparation auto et de matériel agricole";"Contrôle technique auto";"Location auto-utilitaires légers";"École de conduite";"Maçon";"Plâtrier, peintre";"Menuisier, charpentier, serrurier";"Plombier, couvreur, chauffagiste";"Électricien";"Entreprise générale du bâtiment";"Coiffure";"Vétérinaire";"Agence de travail temporaire";"Restaurant";"Agence immobilière";"Blanchisserie teinturerie";"Soins de beauté"
"1401931";"Services Tourisme Transport";"Services aux particuliers";"37261";"commune";"2016";"2017";"37";"24";"37261";"Tours";"3";"0";"0";"1";"1";"1";"1";"1";"0";"0";"26";"2";"0";"0";"0";"117";"8";"15";"1";"1";"78";"8";"15";"31";"85";"129";"76";"77";"65";"34";"211";"11";"55";"547";"248";"32";"90"
